district_name,block_name,gp_name,vill_name,lat,long,dairy_production,goat_farming,goat_breeding_farm,goat_kid_nursery,goat_nursery,pig_farming,pig_breeding_farm,pig_piglet_nursery,pig_nursery,poultry_backyard,poultry_broiler,poultry_hen,poultry_duck_hatchery,duck_rearing,fishery_activity,fishery_hatchery,fishery_equip_trading,fishery_equip_lending,fishery_equip_mfg,fish_trading,fishery_nursery_pond,feed_manufacturing,fodder_cultivation,livestock_transport,meat_shop
UDALGURI,BHERGAON,SUKLAI,NO4BARENGAJULI,26.738259,91.808501,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UDALGURI,BHERGAON,SUKLAI,NO3SUKLAI,26.726863,91.777225,6,100,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UDALGURI,BHERGAON,JABANGAPATHAR,JABANGAHABI,26.66974,91.800763,4,21,1,1,0,37,0,0,0,2,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0
UDALGURI,BHERGAON,OTHER,SANTIPUR,26.736648,91.81162,0,3,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UDALGURI,BHERGAON,NAGACHUBA,NAGACHUBA,26.716197,91.863125,16,37,0,0,0,64,0,3,0,18,1,0,0,1,13,0,0,0,0,0,0,0,0,0,0
UDALGURI,BHERGAON,PASCHIM PATLA,SIMALUGURI,26.719237,91.795958,15,29,0,0,0,45,0,0,0,24,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
UDALGURI,BHERGAON,GOPACHACHUBA,BARIGAON,26.632384,91.771378,1,35,0,0,0,60,0,0,0,14,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
UDALGURI,BHERGAON,BHERGAMI,HARSAPARA,26.638962,91.862473,61,90,0,0,0,48,4,20,0,0,2,0,0,0,0,0,28,0,0,0,0,0,0,0,0
UDALGURI,BHERGAON,BHERGAMI,HARSARAPARAPART,26.642448,91.857908,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UDALGURI,BHERGAON,BUDURA,BUDURAGAON,26.665988,91.782878,6,10,0,1,0,31,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
UDALGURI,BHERGAON,PANESHELI,OTHER,26.66773,91.742779,6,13,0,0,0,15,0,0,0,3,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0
UDALGURI,BHERGAON,DIMAKUCHI,NO2UTTARDIMAKUCHI,26.769803,91.819613,11,69,1,0,0,5,0,1,0,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
UDALGURI,BHERGAON,BUDURA,BETAGAON,26.666043,91.783162,6,23,0,0,0,45,0,0,0,11,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0
UDALGURI,BHERGAON,TOTOLAPARA,BURHAPUJASHALI,26.672166,91.826037,0,25,0,1,0,26,0,0,0,11,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0
UDALGURI,BHERGAON,RAJAGARH,OTHER,26.757788,91.800647,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UDALGURI,BHERGAON,GOPACHACHUBA,NO1ROWMARI,26.622662,91.783553,0,41,1,1,0,2,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
UDALGURI,BHERGAON,RUPAKHAT,OTHER,26.65476,91.893593,3,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UDALGURI,BHERGAON,JABANGAPATHAR,BHERGAONTE,26.646105,91.824702,2,51,5,2,0,19,0,0,0,5,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0
UDALGURI,BHERGAON,GOPACHACHUBA,MALMURA,26.593942,91.74858,1,62,1,0,0,91,0,24,0,0,2,0,0,14,2,1,10,0,0,0,0,0,0,0,0
UDALGURI,BHERGAON,RUPAKHAT,HATIBANDHA,26.654088,91.88871,4,40,1,1,0,65,7,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,7
UDALGURI,BHERGAON,RUPAKHAT,GHURNIKHAT,26.671615,91.879922,11,39,1,0,0,31,3,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
UDALGURI,BHERGAON,RUPAKHAT,CHARANPARA,26.636398,91.89833,9,111,1,2,0,33,0,4,0,15,1,0,0,6,14,1,0,0,0,0,0,0,0,0,0
UDALGURI,BHERGAON,PANESHELI,PANISHELI,26.670025,91.735784,8,22,0,0,0,0,0,0,0,22,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0
UDALGURI,BHERGAON,RUPAKHAT,DULIAPARA,26.628443,91.898373,5,28,2,0,0,48,3,0,0,3,0,0,0,3,6,1,0,0,0,0,0,0,0,0,0
UDALGURI,BHERGAON,PANESHELI,NO2KHAGRABARI,26.662555,91.765662,5,4,0,0,0,40,0,0,0,14,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
UDALGURI,BHERGAON,KALIKHOLA,KALIKHOLA,26.78174,91.853818,22,72,1,0,0,2,0,0,0,13,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1
UDALGURI,BHERGAON,BAMUNJULI,BHUTIAJHAR,26.850055,91.83828,0,18,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UDALGURI,BHERGAON,BAMUNJULI,BAMUNJULITE,26.85009,91.838445,7,100,0,0,0,30,0,1,0,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
UDALGURI,BHERGAON,BAMUNJULI,NO2BAMUNJULI,26.81758,91.834323,15,62,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UDALGURI,BHERGAON,BAMUNJULI,NO1BAMUNJULI,26.809588,91.83506,3,28,0,0,0,0,17,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
UDALGURI,BHERGAON,BAMUNJULI,NO2SAMRANG,26.842251,91.830767,6,23,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UDALGURI,BHERGAON,KHAGRABARI,DAHALAHABI,26.689719,91.753109,26,100,0,0,0,55,0,0,0,24,2,0,0,2,6,0,0,0,0,0,0,0,0,0,0
UDALGURI,BHERGAON,SUKLAI,SUKLAIKHUTI,26.755242,91.767085,43,169,1,3,0,0,0,0,0,43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
UDALGURI,BHERGAON,DIMAKUCHI,OTHER,26.769875,91.818182,0,5,0,0,0,17,0,0,0,9,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0
UDALGURI,BHERGAON,NO. 1 SONAJULI,BARENGAJULITE,26.736912,91.808538,34,124,1,3,0,16,0,0,0,19,1,0,0,5,1,0,1,0,0,0,0,0,0,0,0
UDALGURI,BHERGAON,OTHER,NO 1DIMAKUCHI,26.748498,91.839242,3,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UDALGURI,BHERGAON,OTHER,GAON DIMAKUCH,26.746412,91.830828,13,38,0,0,0,11,1,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2
UDALGURI,BHERGAON,OTHER,NO1 DIMAKUCHI,26.746458,91.83079,3,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UDALGURI,BHERGAON,OTHER,NO 3 UTTAR DIMAKUCHI,26.753938,91.858415,13,38,0,0,0,11,1,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0
UDALGURI,BHERGAON,PANESHELI,PATALAGAON,26.664105,91.768031,0,13,0,0,0,39,0,0,0,59,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,PACHIM TELAHI,DULIA MOUT,27.1224817,94.1039483,27,137,0,0,0,0,0,0,0,19,10,0,0,18,50,0,0,0,1,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,UTTAR TELAHI,NA-PAMUA,27.1813079,94.1361832,3,42,0,0,0,0,0,0,0,18,6,0,0,16,0,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,PACHIM TELAHI,BAMUNGOYAN,27.0983867,94.0629367,1,17,7,0,0,27,21,0,0,10,1,0,0,18,24,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,PANIGAON,BOCHA GAON,27.1322741,94.1154137,0,254,1,0,0,0,0,0,0,85,8,0,4,69,92,0,0,0,0,0,0,0,0,0,5
LAKHIMPUR,NOWBOICHA,PACHIM TELAHI,NO.2 DULIAPATHAR,27.0792589,94.1069471,0,51,0,0,0,0,0,0,0,0,4,0,0,4,9,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,PACHIM TELAHI,NO.2 JORKHAT,27.1186267,94.0891917,0,74,0,1,0,4,0,0,0,21,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,PUB TELAHI,NA-ALI MIRI N.C.,27.1464794,94.135451,18,133,0,0,0,25,4,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,PUB TELAHI,DAFALAKATA N.C.,27.0581636,94.2155241,14,105,0,0,0,64,0,0,0,59,6,0,0,6,5,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,PUB TELAHI,JENGRAI N.C.,27.1135986,94.2499342,3,71,5,0,0,43,5,0,0,18,0,0,0,5,16,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,PUB TELAHI,BALIJAN N.C.,27.0991567,94.2174583,0,96,2,0,0,24,0,0,0,11,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,PANIGAON,CHENGAMARI MIRI,27.06903,94.0999417,0,28,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,PANIGAON,KANHI DUWAR N.C.,27.08029,94.1280283,1,30,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,MADHYA TELAHI,KHAGA KANAKPUR,27.146504,94.135518,2,196,0,1,0,16,1,0,0,30,4,0,0,1,42,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,MADHYA TELAHI,HALUAJAN,27.1512884,94.144675,0,46,0,0,0,0,0,0,0,22,0,0,0,6,21,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,PANIGAON,MUDOIBIL N.C.,27.06337,94.11896,3,50,0,0,0,0,0,0,0,6,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,PACHIM TELAHI,TATIEMARA,27.0746206,94.0657678,0,19,0,1,0,33,15,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,SUBANSIRI,NO.2 HATIMARA,27.1468055,94.1357827,0,135,3,6,0,45,2,0,0,2,9,0,0,11,5,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,PACHIM TELAHI,DHENUDHARIA KATHANI,27.1483954,94.0908065,0,4,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,MADHYA TELAHI,NO.1 DOLPATA,27.1299533,94.1447983,5,63,0,0,0,0,0,0,0,3,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,MADHYA TELAHI,NO.3 NA-ALI KOIBARTA,27.1465807,94.1355811,4,34,1,0,0,0,0,0,0,5,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,PACHIM TELAHI,NO.1 AMTOLA,27.1464329,94.1355733,6,87,0,0,0,25,0,0,0,1,1,0,0,30,97,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,MADHYA TELAHI,DULPATTA NO.2,27.1256467,94.1507833,4,29,0,0,0,2,0,0,0,5,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,MADHYA TELAHI,KHAGACHANDARPUR,27.1282919,94.1662584,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,MADHYA TELAHI,KUTUHAGURI,27.1353446,94.1435917,0,57,0,0,0,4,0,0,0,3,2,0,0,8,13,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,SUBANSIRI,PATRI CHUK,27.254075,94.32449,3,120,3,3,0,96,4,0,0,20,2,0,0,3,28,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,ADI ALENGI,KHORA CHAPORI,27.0418374,93.9805449,8,48,0,0,0,0,0,0,0,3,8,0,0,1,22,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,PUB TELAHI,ADISUTI N.C.,27.1461256,94.2400561,7,143,0,0,0,37,0,0,0,4,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,PANIGAON,PHALA KHOWA,,,0,34,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,PANIGAON,PANI GAON,27.1445636,94.1128423,0,0,0,0,0,21,15,0,0,0,0,0,20,50,40,40,12,21,12,14,0,50,90,10,80
LAKHIMPUR,NOWBOICHA,UTTAR TELAHI,BAHPATI,27.1993174,94.1210999,13,150,10,2,0,10,2,0,0,49,8,0,1,68,32,0,0,0,0,0,0,1,0,0,0
LAKHIMPUR,NOWBOICHA,PACHIM TELAHI,AJARAGURI GOSSAINKHAT,27.1330928,94.0680052,1,24,0,3,0,41,0,0,0,6,0,0,0,1,36,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,ADI ALENGI,CHINATOLI,27.146572,94.1355406,24,18,0,0,0,0,0,0,0,2,0,0,0,1,6,0,0,0,0,1,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,PACHIM TELAHI,DOWAR GAON,27.0840603,94.0755132,0,26,0,0,0,14,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,PABHA,KETUB PUR,27.098561,94.0023546,5,20,0,0,0,0,0,0,0,40,6,0,0,0,190,5,5,5,0,5,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,ADI ALENGI,MORNOI THENGAL,27.0287446,93.9623412,6,15,0,0,0,27,1,0,0,30,1,0,0,1,15,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,PUB TELAHI,RAJABORAH,27.0579099,94.2153615,0,27,0,0,0,2,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,ADI ALENGI,ADHAKHANA GAON NO.2,27.0417339,93.9804476,0,44,0,1,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,ADI ALENGI,LAHOLIAL,27.0324074,93.9598962,19,36,0,0,0,0,0,0,0,11,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,GHUNASUTI,GODABARI TUP N.C.,27.1889433,94.1983583,0,40,0,0,0,7,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,ADI ALENGI,SANDAHKHOWA,27.0393221,93.9880772,17,135,0,3,0,66,0,0,0,9,13,0,0,27,79,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,SUBANSIRI,ALIMUR,27.2276465,94.3026526,8,92,1,0,0,118,0,0,0,113,0,0,0,13,24,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,PACHIM TELAHI,KHAR KATI,27.1330467,94.0678783,30,160,1,1,0,24,0,0,0,10,2,0,0,40,57,57,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,UTTAR TELAHI,SOLMARI,27.1637483,94.1545517,1,71,0,0,0,12,0,0,0,17,3,0,0,4,12,1,0,0,0,1,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,ADI ALENGI,ADHAKHANA GAON NO.1,27.0464674,94.0052867,22,28,0,0,0,39,0,0,0,0,0,0,0,1,43,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,UTTAR TELAHI,PHUKANARHAT,27.17502,94.1124967,6,43,0,0,0,36,0,0,0,12,11,0,0,6,8,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,KAMALABORIA,BAKAL,27.1528162,94.1033685,1,28,0,0,0,63,0,0,0,8,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,UTTAR TELAHI,BANTOW,27.1739854,94.1210108,2,52,0,0,0,87,0,0,0,21,3,0,0,31,26,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,PUB TELAHI,NA-DHELA N.C.,27.0733305,94.2115597,0,48,0,0,0,31,0,0,0,6,0,0,0,9,8,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,PUB TELAHI,PURANI DHELA,27.0732855,94.2115565,0,15,0,0,0,3,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1
LAKHIMPUR,NOWBOICHA,SUBANSIRI,CHATIWANA CHAPARI,27.2710101,94.3198944,0,60,1,0,0,27,5,0,0,24,5,0,0,0,32,1,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,SUBANSIRI,NO.3 HATIMARA,27.2709537,94.2892422,0,39,6,1,0,28,5,0,0,0,1,0,0,2,15,2,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,AZAD,DHENUDHARIA KARCHON,27.2078706,94.140563,4,51,11,0,0,9,0,0,0,43,3,0,0,9,18,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,PANIGAON,KHABULI MOROTPUR,27.0475017,94.11539,1,41,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,PABHA,ISLAMPUR NO.3,27.1063779,93.9786387,7,21,0,0,0,0,0,0,0,59,8,0,0,11,105,0,0,0,0,20,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,PACHIM TELAHI,DULIAPATHAR,27.1000083,94.1091617,15,117,1,2,0,0,1,0,0,14,13,0,0,14,28,2,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,GHUNASUTI,MAHARA BARCHAPARI,27.182625,94.2151733,0,108,0,0,0,6,0,0,0,4,1,0,0,2,5,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,PANIGAON,GHESEK,27.055675,94.0999683,0,15,0,0,0,18,0,0,0,7,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,MADHYA TELAHI,KALITAGAON,27.1447942,94.1284168,28,55,0,1,0,15,0,0,0,19,4,0,0,18,28,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,UTTAR TELAHI,BEBEJIAKUMAR TUP,27.1781091,94.1326654,8,45,0,1,0,6,0,0,0,29,3,0,0,27,4,0,0,0,0,0,0,1,0,0,0
LAKHIMPUR,NOWBOICHA,PACHIM TELAHI,DOLA BHANGA,27.1016965,94.0748655,0,8,0,0,0,16,1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,PANIGAON,BORDUBI MALUWAL,27.0807067,94.11658,4,51,0,0,0,32,0,0,0,11,1,0,0,6,9,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,GHUNASUTI,CHALICHUK N.C.,27.1839383,94.2706833,1,116,3,1,0,117,0,0,0,14,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,PUB TELAHI,ASSERAKATA MIRI N.C.,27.1269984,94.1982631,0,108,0,0,0,57,0,0,0,1,1,0,0,7,8,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,MADHYA NOWBOICHA,LOTHOW PATHAR,27.170005,94.0311267,0,15,0,0,0,1,0,0,0,4,1,0,0,6,23,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,PACHIM TELAHI,AJARAGURI,,,1,1,0,0,0,14,0,0,0,0,2,0,0,11,18,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,PANIGAON,NAHARANI PATHAR,27.126005,94.124295,1,7,0,0,0,0,0,0,0,1,1,0,0,1,11,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,GHUNASUTI,NO.1 PALASHPARA,27.22345,94.23108,2,9,0,0,0,14,0,0,0,38,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,PACHIM TELAHI,NO.2 BALIJAN,27.1467386,94.1356982,0,39,0,0,0,20,0,0,0,15,0,0,0,5,19,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,KAMALABORIA,CHRISTIAN,27.1465639,94.1355617,4,37,2,5,0,6,0,0,0,17,5,0,0,16,10,0,0,0,0,1,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,PABHA,DHARMAPUR BLOCK,27.108185,93.9993983,8,17,0,0,0,0,0,0,0,38,19,0,0,8,116,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,ADI ALENGI,GOSAI PUKHURI,27.0414384,93.9871866,29,68,0,2,0,0,0,0,0,7,0,0,0,5,45,0,0,0,0,4,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,BORCHALA MOHGULI PANDHOWA,NO.1 BARCHALA,27.1244856,94.0279653,15,79,0,0,0,8,0,0,0,9,90,0,0,63,248,0,0,0,0,30,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,PABHA,FOTEH PUR,,,13,61,0,0,0,0,0,0,0,48,8,0,0,10,175,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,PABHA,DHARMAPUR NO.4,27.0998595,93.9835755,0,3,0,0,0,0,0,0,0,21,5,0,0,0,32,0,0,0,0,1,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,RANGANADI,GHESELA F V,27.0716837,94.0652325,0,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,RANGANADI,SOL MARA,27.0719808,94.0648488,0,52,0,0,0,9,0,0,0,2,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,OTHER,GOHAIDOLONI,27.0675066,93.9986592,2,30,0,0,0,0,0,0,0,80,5,0,10,30,80,2,0,2,0,45,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,UTTAR TELAHI,RAJKHOWA,27.1749294,94.1298348,3,33,0,0,0,8,0,0,0,17,9,0,0,15,21,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,PUB TELAHI,GRAMCHUK N.C,27.1120983,94.2313767,1,146,0,0,0,61,0,0,0,29,0,0,0,9,16,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,PACHIM TELAHI,NO.1 BALIJAN,27.1248495,94.0720218,0,21,0,0,0,0,0,0,0,8,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,BORCHALA MOHGULI PANDHOWA,NO.2 BARCHALA,27.1468105,94.1358415,0,94,0,0,0,0,0,0,0,1,46,0,0,17,181,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,AZAD,NO.3 MOHAIJAN,27.2154807,94.0657503,0,26,0,0,0,14,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,GHUNASUTI,NO.2 PALASHPARA,27.1971669,94.2396447,0,28,0,0,0,33,2,0,0,12,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,UTTAR TELAHI,ANGAR KHOWA,27.1469733,94.136005,11,36,0,0,0,42,0,0,0,26,0,0,0,18,7,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,AZAD,KHARKHARI BAKAL,27.2162819,94.1449744,2,17,0,1,0,26,0,0,0,19,4,0,0,5,3,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,RANGANADI,BAMUN GAYAN,27.101725,94.0571917,0,5,0,0,0,8,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,AZAD,GOSSAICHAPARI,27.2173173,94.1587347,6,29,0,5,0,3,0,0,0,5,3,0,1,4,8,0,0,0,0,1,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,KAMALABORIA,LECHAI,27.155499,94.0879698,4,79,2,2,0,2,0,0,0,18,3,0,0,26,23,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,RANGANADI,GARCHIGA,27.09296,94.049585,0,12,0,0,0,10,0,0,0,0,0,0,0,9,14,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,KAMALABORIA,HAHE KHOWA,27.1978712,94.1093261,6,59,0,2,0,28,0,0,0,60,9,0,1,29,18,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,RANGANADI,TATIAMORA,27.0775767,94.05958,0,32,0,0,0,28,0,0,0,4,0,0,0,14,6,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,RANGANADI,KOWAI BHURUKA,27.0677733,94.0597117,0,31,0,0,0,16,0,0,0,2,0,0,0,15,10,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,GHUNASUTI,GHUMASUTI BEBEJIA,27.2166596,94.2664449,0,76,0,0,0,26,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,KAMALABORIA,NARA GAON,27.1649515,94.0805659,2,31,1,0,0,19,0,0,0,42,10,0,0,27,20,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,RANGANADI,PAMUA F V,27.0451044,94.088671,0,26,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,BORCHALA MOHGULI PANDHOWA,PANDHOWA,27.0946417,94.02987,2,72,1,0,0,0,0,0,0,19,19,0,0,55,319,0,5,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,ADI ALENGI,NAHARANI,27.0149783,93.977765,71,108,0,0,0,0,0,0,0,6,0,0,0,4,71,0,0,0,0,1,0,0,0,0,1
LAKHIMPUR,NOWBOICHA,ADI ALENGI,SONAPUR NO1,27.0668528,94.0148565,0,1,0,0,0,0,0,0,0,76,20,0,0,6,114,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,KAMALABORIA,DEOBIL,27.1797784,94.0684193,3,12,0,1,0,14,0,0,0,35,2,0,0,3,4,0,0,0,0,0,0,0,0,0,0
LAKHIMPUR,NOWBOICHA,PANIGAON,BOCHA PATHAR,27.1252498,94.1240119,4,63,1,0,0,0,0,0,0,4,1,0,0,25,21,0,0,0,0,0,0,0,0,0,0
