district_name,block_name,gp_name,vill_name,lat,long,dairy_production,goat_farming,goat_breeding_farm,goat_kid_nursery,goat_nursery,pig_farming,pig_breeding_farm,pig_piglet_nursery,pig_nursery,poultry_backyard,poultry_broiler,poultry_hen,poultry_duck_hatchery,duck_rearing,fishery_activity,fishery_hatchery,fishery_equip_trading,fishery_equip_lending,fishery_equip_mfg,fish_trading,fishery_nursery_pond,feed_manufacturing,fodder_cultivation,livestock_transport,meat_shop
DIBRUGARH,NAHARKATIA,KONWARIGAON,BORTANI NO.2,27.251036,95.210849,0,23,0,0,0,7,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
DIBRUGARH,NAHARKATIA,OTHER,NA-SRIPURIA,27.244325,95.201687,0,9,2,0,0,19,0,2,0,6,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
DIBRUGARH,NAHARKATIA,OTHER,NA MATI BLOCK GOAN,27.270342,95.157121,0,28,0,0,0,29,0,0,0,5,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0
DIBRUGARH,NAHARKATIA,DHADUMIA,DIHING KINAR BADHARI,27.317339,95.326141,6,10,0,0,0,3,0,0,0,39,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
DIBRUGARH,NAHARKATIA,DHADUMIA,BADHARI TIPLING,27.30935,95.314416,6,30,0,3,0,8,0,0,0,23,1,0,0,5,3,0,0,0,0,0,0,0,0,0,0
DIBRUGARH,NAHARKATIA,GHINAI,UMATARA CHAH BAGICHA,27.220767,95.255508,17,7,0,0,0,0,0,0,0,13,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
DIBRUGARH,NAHARKATIA,DIGHALIA,HAMUKTOLA NO.2,27.260577,95.232168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIBRUGARH,NAHARKATIA,OTHER,CHACHONI PATHER,27.327045,95.225198,2,12,0,0,0,11,0,1,0,19,5,0,0,11,0,7,0,0,0,0,0,0,0,0,0
DIBRUGARH,NAHARKATIA,KENDUGURI,BAGHMORA GAON,,,1,46,1,0,0,21,0,0,0,62,3,0,0,33,5,0,0,0,0,0,0,0,0,0,0
DIBRUGARH,NAHARKATIA,GHINAI,GHINAI GAON,27.231733,95.260445,4,15,17,0,0,70,8,2,0,16,2,0,0,4,3,0,0,0,0,2,0,0,0,0,4
DIBRUGARH,NAHARKATIA,GHINAI,JURIA PUKHURI,,,7,14,1,0,0,3,0,0,0,18,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0
DIBRUGARH,NAHARKATIA,OTHER,HAPJAN PARBAT CHAH BAGICHA87/84,27.205687,95.382927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIBRUGARH,NAHARKATIA,OTHER,HAPJAN PARBAT CACH BAGICHA NLR 85,27.205695,95.3829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIBRUGARH,NAHARKATIA,KENDUGURI,ALICHIGA GAON,27.276883,95.350938,0,13,0,0,0,26,0,0,0,4,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0
DIBRUGARH,NAHARKATIA,KENDUGURI,JAYPUR CHAH BAGICHA,27.251496,95.372984,2,22,0,1,0,14,1,0,0,24,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1
DIBRUGARH,NAHARKATIA,OTHER,NAMCHANG,27.248645,95.469753,2,20,0,0,0,2,0,0,0,25,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
DIBRUGARH,NAHARKATIA,OTHER,AMGURI,27.328161,95.238577,6,105,4,0,0,27,0,0,0,27,5,0,0,48,19,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,DUBIA,NO.1 NAHARANI,,,14,76,0,0,0,10,0,0,0,8,1,0,20,11,30,0,3,3,0,5,0,0,6,0,0
BISWANATH,PUB CHAIDUAR,KALABARI,KHUTIKATIYA,26.8842867,93.7582117,3,23,0,0,0,0,0,0,0,12,0,0,0,4,20,1,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,OTHER,NAYA GHAGRA F.S.GRANT 26/31(D),26.9091919,93.6200993,31,94,0,0,0,1,0,0,0,52,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,PICHALA SUBANSIRI,MAZPICHALA (B),26.826409,93.748385,9,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,KALABARI,KUKURA CHOWA,26.8841694,93.7581725,4,14,0,0,0,0,0,0,0,13,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,OTHER,NAYA GHAGRA F.S GRANT 26/31 (C),26.9192977,93.6195477,12,68,0,0,0,2,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,PICHALA SUBANSIRI,MAZPICHALA (A),26.826406,93.748385,17,30,8,0,0,33,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,PICHALA SUBANSIRI,ALIGURI (B),26.826488,93.751182,3,9,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,BORTAMULI,N.C. CHIRAKHOWA CHAPARI (B),26.788238,93.648157,0,31,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,LOHITMUKH,NO.2 UPPAR TINSUKIA (A),26.812415,93.73088,12,36,1,0,0,19,0,0,0,2,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,LOHITMUKH,NO.2 UPPAR TINSUKIA (B),26.811737,93.733628,25,73,0,0,0,121,0,0,0,9,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,PICHALA SUBANSIRI,ALIGURI (A),26.826413,93.748373,5,12,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,RAWNAMUKH,CHARAI BARI,26.803252,93.698795,1,27,1,15,0,20,0,22,0,14,0,0,0,12,6,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,RAWNAMUKH,NO 1 CHARAI BARI,26.803783,93.699023,16,15,0,20,0,15,0,30,0,7,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,BORTAMULI,NO.1 BORTAMULI,,,2,52,1,0,0,82,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,BORTAMULI,LOKASA BORTAMULI (A),,,0,28,0,0,0,40,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,PACHIM KALABARI,PAHUKATA,26.8776001,93.7179837,11,35,0,0,0,0,0,0,0,9,1,0,0,1,28,0,0,0,0,0,0,0,0,0,1
BISWANATH,PUB CHAIDUAR,PICHALA SUBANSIRI,ALIGURI (C),26.831128,93.747078,4,26,0,0,0,18,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,PACHIM KALABARI,MIKIR BARA CHUCK (A),26.8803506,93.7119179,13,51,1,0,0,0,0,0,0,7,0,0,0,12,35,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,PACHIM KALABARI,MIKIR BARA CHUCK (B),26.883633,93.7044809,7,13,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,UTTAR KALABARI,OTHER,26.9274972,93.7224366,0,16,4,0,0,101,4,0,0,4,1,0,0,0,16,1,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,PUB KALABARI,GHURIA GAON (A),26.8637383,93.783905,27,27,0,0,0,18,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,PUB KALABARI,GHURIA GAON (B),26.8653093,93.7809393,15,10,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,PUB KALABARI,GHURIA GAON (C),26.865385,93.7788844,5,40,0,0,0,0,0,1,0,7,0,0,0,9,16,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,PUB KALABARI,DEURI GAON (A),26.8718483,93.77078,12,35,0,0,0,1,0,0,0,6,0,0,0,12,21,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,PUB KALABARI,SATIYARA,26.8499333,93.77092,0,105,0,0,0,2,0,0,0,0,0,0,0,19,6,0,0,0,0,0,0,0,0,0,3
BISWANATH,PUB CHAIDUAR,PUB KALABARI,DEURI GAON (B),26.8799617,93.779,5,58,1,0,0,0,0,1,0,5,0,0,0,6,21,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,PUB KALABARI,DEURI GAON ( C),26.8888267,93.7684667,8,27,0,0,0,8,1,5,0,3,3,0,0,6,17,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,PACHIM KALABARI,NO.2 CHAKURA,26.8757692,93.692087,23,14,0,0,0,0,0,0,0,2,0,0,2,9,1,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,PUB KALABARI,DEURI GAON ( D),26.878075,93.7652667,18,73,0,0,0,0,0,0,0,6,2,0,0,20,12,1,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,PUB KALABARI,DEURI CHUCK,26.874405,93.758005,18,31,0,0,0,1,0,0,0,0,0,0,0,7,23,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,PUB KALABARI,DEURI GAON (E),26.8786875,93.7579588,11,20,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,UTTAR KALABARI,(28)ATHAISH GHARIA,26.9275587,93.7222554,0,11,0,0,0,26,3,0,0,1,1,0,0,1,46,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,PACHIM KALABARI,NO.1 CHAKURA,26.8671507,93.6949219,31,39,0,0,0,26,0,0,0,3,1,0,0,9,37,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,UTTAR KALABARI,OWGURI,26.9566276,93.7244303,2,23,1,0,0,6,0,0,0,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,KALABARI,KALITA GAON (B),26.8873367,93.7496617,8,23,0,0,0,0,0,0,0,2,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,KALABARI,KALITA GAON (A),26.8904988,93.7415962,10,14,0,0,0,0,0,0,0,12,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,UTTAR KALABARI,BIKRAM PUR,26.9615097,93.7225904,1,32,0,0,0,69,1,0,0,10,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,PACHIM KALABARI,MAJIKUCHI,26.8608028,93.7008471,45,50,2,0,0,9,0,0,0,4,2,0,0,4,27,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,KALABARI,MORNOI GURI (A),26.8941269,93.7371882,11,29,0,0,0,1,0,0,0,2,0,0,0,7,20,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,KALABARI,MORNOI GURI (B),26.8975591,93.7313755,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,KALABARI,GAGAI GAON,26.8947239,93.7313762,24,33,0,0,0,0,0,0,0,7,1,0,0,7,19,2,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,KALABARI,CHANGMARA JARANI,26.898422,93.7299943,6,12,0,0,0,0,0,0,0,1,1,0,0,1,23,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,KALABARI,SUPAHI BARI (A),26.8992116,93.7332853,1,15,0,0,0,0,0,0,0,6,1,0,0,1,12,1,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,KALABARI,NO.1 DALADALANI,26.8819916,93.7267651,4,18,0,0,0,0,0,0,0,8,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,LOHITMUKH,KUTUM GAON,26.812293,93.73098,15,24,0,0,0,76,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,LOHITMUKH,BALI GAON (A),26.80149,93.721435,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,UTTAR KALABARI,POLISOMANIMISHING(BEJIAMUKH),26.9579914,93.7221147,0,3,0,0,0,18,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,PACHIM KALABARI,NO.2 MAJIKUCHI,26.8498072,93.7020904,18,46,0,5,0,0,0,0,0,6,1,0,0,6,4,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,DAKHIN KALABARI,NO 2 DALADALANI,26.8645855,93.7328777,25,57,0,0,0,30,1,0,0,4,0,0,0,14,56,0,0,0,0,0,0,0,0,0,1
BISWANATH,PUB CHAIDUAR,DAKHIN KALABARI,NO 2 DILAPAKHARA,26.8492883,93.7274836,5,3,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,DAKHIN KALABARI,KAMDEWAL,26.844404,93.728146,48,22,0,0,0,0,0,0,0,2,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,DAKHIN KALABARI,KOHILAGURI,26.8469826,93.7312911,1,3,0,0,0,2,0,1,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,DAKHIN KALABARI,BIHA GURI,26.844501,93.7278009,22,17,0,0,0,21,0,0,0,13,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,ALUPARA,NO.1 GORHE HAGA,26.9569147,93.6818604,0,7,0,0,0,52,0,2,0,1,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,DAKHIN KALABARI,NO 1 DILAPAKHARA,26.8552622,93.737955,17,14,0,0,0,28,0,0,0,2,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,ALUPARA,KAKILAMAJ GAON,26.9014054,93.7186868,0,8,0,0,0,25,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,UTTAR KALABARI,RANGAJAN MISSING (MIRI)NO.1BEJ,26.941907,93.740946,0,14,3,0,0,48,3,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,LOHITMUKH,BALI GAON (B),26.815145,93.704997,6,24,0,0,0,128,0,0,0,2,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,LOHITMUKH,SIMALUGURI BALI (A),26.823187,93.709451,0,4,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,LOHITMUKH,NO.3 UPPAR TINSUKIA (A),26.830462,93.703382,3,32,1,0,0,46,0,0,0,4,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,LOHITMUKH,NO.3 UPPAR TINSUKIA (B),26.834588,93.704668,1,33,0,0,0,67,0,0,0,1,0,0,0,1,37,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,LOHITMUKH,NO 1 UPPAR TINSUKIA (B),26.836398,93.702062,0,9,1,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,ALUPARA,OTHER,26.9662164,93.6726042,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,LOHITMUKH,NO 1 UPPAR TINSUKIA (A),26.822342,93.732768,9,26,1,0,0,45,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1
BISWANATH,PUB CHAIDUAR,UTTAR KALABARI,NO.1 GOMARI GURI,26.9213564,93.702394,0,2,0,0,0,16,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,UTTAR KALABARI,PALLENG BARI,26.92493,93.7029752,0,9,0,0,0,36,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,UTTAR KALABARI,NO.2 IKARABARI,26.9245633,93.6949203,0,5,0,0,0,36,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,BORTAMULI,CHARA BANDHA,,,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,BORTAMULI,SARU TAMULI,,,0,35,0,0,0,58,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,BORTAMULI,LOUGUTI,,,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,UTTAR KALABARI,NO.1 NACHER BARI,26.929415,93.6917416,0,6,1,0,0,49,2,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,OTHER,MADHABPUR,26.941557,93.617017,0,124,9,0,0,57,0,1,0,4,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,UTTAR KALABARI,NO.1 IKARABARI,26.9281792,93.6925184,0,3,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,PACHIM KALABARI,KHETRIATI,26.8562975,93.6961549,18,42,1,2,0,0,0,0,0,3,1,0,0,4,15,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,OTHER,LANGDANGPARA,26.9384499,93.6268405,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,UTTAR KALABARI,NO.2 NACHER BARI,26.9229366,93.6851125,0,0,0,0,0,17,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,UTTAR KALABARI,GAJEN PATHAR,26.9336668,93.6899454,0,0,0,0,0,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,OTHER,BALABARI,26.9040586,93.5823434,10,25,0,0,0,27,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,OTHER,NAYA GHAGRA F.S. GRANT 26/31 (A),26.904907,93.6056348,6,20,0,0,0,12,0,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,OTHER,NOTUN CHATRANG,26.8986808,93.5998607,19,41,0,0,0,43,0,0,0,10,1,0,0,10,8,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,OTHER,NO.2 NAYA GHAGRA B),26.9016472,93.6121541,1,5,0,0,0,16,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,GOPALPUR,SOLENGI PATHAR (B),26.8972338,93.6499182,29,35,0,1,0,23,0,0,0,1,1,0,0,2,10,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,GOPALPUR,SONARIJAN,26.957115,93.6656512,4,11,0,0,0,54,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,GOPALPUR,TINGALI BORI,26.9291876,93.6656512,47,38,1,0,0,24,0,0,0,22,3,0,0,3,31,1,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,GOPALPUR,KHARANI JAN,26.9282448,93.6669445,10,16,0,0,0,15,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,1
BISWANATH,PUB CHAIDUAR,GOPALPUR,HALDIBARI,26.9451659,93.6681896,0,7,1,3,0,32,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,GOPALPUR,N.C. RANGAJAN,26.9392477,93.6317547,12,15,0,0,0,15,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,UTTAR KALABARI,MAINAPUR,26.9300961,93.7013649,0,1,0,0,0,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,SOLENGIGURI,BALITIKA,26.8907402,93.6525217,6,43,1,1,0,0,0,0,0,1,0,0,0,32,7,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,SOLENGIGURI,NALBARI,26.925953,93.6342882,9,21,3,1,0,0,0,0,0,14,0,0,0,9,11,2,0,0,0,0,0,0,0,0,1
BISWANATH,PUB CHAIDUAR,SOLENGIGURI,GHAGORA BASTI,26.9235717,93.63274,32,73,4,0,0,11,0,0,0,19,0,0,0,19,8,0,0,0,0,0,0,0,0,0,1
BISWANATH,PUB CHAIDUAR,SOLENGIGURI,GHAGARA WEST,26.9224467,93.6332033,16,50,2,1,0,5,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,SOLENGIGURI,KURUA BASTI,26.922485,93.6331883,1,24,1,0,0,6,0,0,0,5,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,SOLENGIGURI,OTHER,26.9224467,93.6332633,2,21,1,0,0,1,0,0,0,1,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,SOLENGIGURI,DEONA BORI,26.91169,93.6393333,2,27,2,0,0,14,0,0,0,2,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,PICHALA SUBANSIRI,MAZPICHALA (C),26.831099,93.746928,25,19,5,0,0,51,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,PICHALA SUBANSIRI,PICHALA MIRI (A),26.844649,93.763423,6,23,0,0,0,28,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,PICHALA SUBANSIRI,PICHALA MIRI (B),26.82791,93.745422,0,49,7,0,0,72,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,PICHALA SUBANSIRI,DAK CHAPORI (A),26.826806,93.752425,0,4,0,0,0,19,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,PICHALA SUBANSIRI,DAK CHAPORI (B),26.831064,93.747054,0,28,0,0,0,20,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,SOLENGIGURI,CHENGAI GAON (A),26.907195,93.6324933,7,53,1,4,0,0,0,0,0,12,0,0,0,26,2,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,SOLENGIGURI,CHENGAI GAON (B),26.9044583,93.6277917,10,73,0,0,0,0,0,0,0,12,3,0,0,55,2,1,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,OTHER,ANANDOPUR,26.9526485,93.6030785,4,80,10,0,0,99,8,7,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,OTHER,KARAIGURY,26.94157,93.6170801,0,9,2,0,0,69,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,SOLENGIGURI,ALI TALA,26.89252,93.6308533,0,8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,SOLENGIGURI,BARPHALONG,26.8883083,93.6351533,1,16,0,0,0,50,3,0,0,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,OTHER,SATRANG,26.952947,93.592353,0,32,1,0,0,119,1,1,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,SOLENGIGURI,GAHPUR PATHAR,26.8839383,93.6359,23,203,1,1,0,18,0,0,0,6,0,0,0,19,23,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,GOPALPUR,KHARANI JAN (B),26.8947959,93.6608357,35,28,1,1,0,0,0,0,0,8,0,0,0,17,14,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,BORTAMULI,NO.2 CHIRAKHOWA,26.797868,93.648923,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,OTHER,BALI GAON,26.963318,93.657128,0,3,1,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BISWANATH,PUB CHAIDUAR,DUBIA,JARANI MIKIR,26.9159719,93.6877088,0,9,0,0,0,12,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1
BISWANATH,PUB CHAIDUAR,DUBIA,MADURANI,26.9126609,93.6917216,2,13,0,0,0,3,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,DUBIA,KAKILA JARANI,26.9106742,93.6867869,15,45,1,0,0,1,0,0,0,5,2,0,0,2,19,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,GOPALPUR,GOPAL PUR,26.9033451,93.6610813,71,32,0,0,0,0,0,0,0,1,4,0,15,1,0,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,DUBIA,KAKILA GURI,26.9003033,93.6802924,45,99,0,0,0,3,0,0,0,23,2,0,0,18,41,2,0,0,0,0,0,0,0,0,2
BISWANATH,PUB CHAIDUAR,DUBIA,NAHARANI,26.9071697,93.6712159,0,42,0,0,0,0,0,0,0,9,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,DUBIA,NO.2 NAHARANI,26.907332,93.6710281,0,37,0,1,0,7,0,0,0,6,4,0,0,4,30,0,0,0,0,0,0,0,0,0,0
BISWANATH,PUB CHAIDUAR,DUBIA,NO.1 KUMAR KATA,26.9071945,93.67109,0,4,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
