VILL_ID,VILL_NAME,GP_NAME,GP_CODE
290924,Vitor Powai No.1,BHITORPAWOI,78
290925,Vitor Powai No.2,BHITORPAWOI,78
290766,Wat Hoi,KOILASHPUR,66
290501,Wathoi Gaon,GTTONG,45
289937,1 No. Bishnupur,RAJGARH,5
290933,112/109/Nla Grant 2 Makum Tea Co.,KUMARPATTY,79
290934,112/109/Nla Grant.1 Makum Tea Co.,KUMARPATTY,79
290902,177/174 Nlr.Grant,MAKUMPATHAR,74
289981,2 No. Bacha Gaon,NA-SADIYA,9
289889,2 No. Chillling,AMARPUR,1
289927,2 No. Kundil,KUNDIL,4
289925,2 No. Muluk Chapori,KUNDIL,4
290040,3 MILE,NA-SADIYA,9
290116,Ajukha N.C.No.1,DANGARI,19
290117,Ajukha N.C.No.3,DANGARI,19
290888,Alubari Gaon No.1,KETETONG,73
290889,Alubari Gaon No.3,KETETONG,73
290681,Assomiya Balijan Gaon,BORHAPJAN,60
290470,Badalbheta T.E. 28 Wl,KAKOJAN,42
290451,Badla Bheta T.E. 17 Wl,KAKOJAN,42
290456,Badlabheta T.E. No-559 Wl.,KAKOJAN,42
290251,Baghjan N.C.,KORDOIGURI,27
289990,Bahani Gaon N.C.,HOLLOWGAON,11
290491,Balijan Gaon,GUIJAN,43
290570,Balijan Gaon,GUIJAN,43
290825,Balijan N.C.,DUWARMORA,70
291026,Balijan N.C.,DUWARMORA,70
290878,Bapu Pathar No.1,KETETONG,73
290036,Basa Gaon,NA-SADIYA,9
289953,Batoni Tarani,BURABURI,3
290513,Bazaltoli Gaon,GUIJAN,43
290161,Betoni Gaon,GAKHIRBHETI,22
290688,Betoni Gaon,GAKHIRBHETI,22
290150,Bhereka N.C.No.1,DANGARI,19
290119,Bhereka N.C.No.2,DANGARI,19
289908,Bhobanegar Deori,BURABURI,3
290971,Bisa Gaon No.2,KUMSAI,85
290238,Bisakupi T.E. 72 Fs.,DOIMUKHIA,30
289922,Bojal Gaon,KUNDIL,4
290173,Bojal Gaon,KUNDIL,4
290449,Bokpara T.E. 169/174 Fs.,BORDUBI,40
290364,Bor Mechai No-3,DIRAK,36
290133,Bor Pathar No.3,MEGELA,17
290134,Bor Pathar No.4,MEGELA,17
290323,Borali Gaon No-3,KAKOPATHER,23
290634,Borbheta Kuhiyar Bari,BAPUJI,57
290433,Bordubi T.E. 183/180 Nlr,BORDUBI,40
290423,Bordubi T.E. 183/180 Nlrc.,BORDUBI,40
290425,Bordubi T.E. 207/205 Nlr,BORDUBI,40
289949,Borgorah Deopani No.1,BURABURI,3
290392,Borjan Gaon,RANGAJAN,26
290648,Borjan Gaon,RANGAJAN,26
290028,Buraburi No.3,BURABURI,3
290029,Burdhania No-2,SUNPURA,10
290526,Chandmari Nepali Gaon,BORGURI,48
291040,Chiboo Gaon,LEDO COLLIEARY,83
290679,Chotohapjan 114/4 Nlr.,HAPJAN,34
290678,Chotohapjan T.E. 128 Nlr.,HAPJAN,34
290605,Chototingrai No-2 Wla Gt.,TINGRAI,54
290183,Daisa Balijan No.1,TIPUK,25
290184,Daisa Balijan No.2,TIPUK,25
290215,Daisa T.E. No.2 Wl,DAISAJAN,24
290181,Daisa.16 No. Wl.P,DAISAJAN,24
290198,Darjijan Gaon No.2,KORDOIGURI,27
290114,Dhanjan T.E. 136/133 Nlr,DANGARI,19
290496,Dhelakhat Gaon,GTTONG,45
290039,Dhorpur,NA-SADIYA,9
290268,Diamuli 39 NLR,BANDERKHATI,29
290267,Diamuli T.E. 183/224 Nlr,BANDERKHATI,29
290226,Diamuli T.E. 269 Nlr,BANDERKHATI,29
290891,Dibong No.1,KETETONG,73
290223,Dighal Tarang T.E. 120/123/215,BAGHJAN,28
290556,Dihingia Gaon,DIMARUGURI,49
290316,Disaojan Gaon,BAREKURI,32
290814,Duarmara Gaon,DUWARMORA,70
290816,Duarmara Gaon No.2,DUWARMORA,70
290328,Duwonia Maithong No-4,MAITHONG,35
290883,Fakial Gaon No.2,KETETONG,73
291030,Famang N.C.No.2,JAGUN,86
290521,Gelapukhuri T.E.No-261 Nlr,BORGURI,48
291043,Golai AOC Block Gaon,GOLAI,76
290907,Golai Gaon No.2,GOLAI,76
290914,Golai No.4,GOLAI,76
290858,Hahchara Pathar,ENTHEM,72
290486,Hahkhati Forest Village,MAITHONG,35
290335,Hahkhati Gaon,MAITHONG,35
290332,Hahkhati N.C.,HAHKHATI,16
290203,Hatisal Gaon No.1,KORDOIGURI,27
290202,Hatisal Gaon No.2,KORDOIGURI,27
290609,Hebeda Te.Wla No-32,TENGAPANI,55
291031,Hemza Gaon,JAGUN,86
290275,Hilikha T.E. 265 Wl,HATIJAN,33
290784,Hollong Guri,BURIDIHING,67
290531,Hukanpukhuri T.E.Pattaland,BORGURI,48
290015,Hulung Pathar,HOLLOWGAON,11
290673,Itakhuli Khetobari,ITAKHULI CHARIALI,52
290675,Itakhuli T.E.33 Nlr Gt.,ITAKHULI CHARIALI,52
290379,Jengani Gaon,KAKOPATHER,23
290115,Kailashpur T.E.26 No.W.L.,DANGARI,19
290155,Kaitia Gaon .No.1,GAKHIRBHETI,22
290156,Kaitia Gaon.No.2,GAKHIRBHETI,22
290218,Kajanga Gaon,KORDOIGURI,27
290567,Kajikhowa Gaon,BARUAHULA,50
290103,Kaka Sonari,MEGELA,17
290102,Kakajan Sonari,DHOLA-DHADUM,18
290013,Kakaramara,HOLLOWGAON,11
290453,Kaliapani Gaon,KAKOJAN,42
289992,Kapou Pathar,BORJIYA,7
290806,Kariajan N.C.,PURONIPUKHURI,68
290997,Katha Gaon,JAGUN,86
291028,Kengia N.C.No.1,JAGUN,86
291027,Kengia N.C.No.2,JAGUN,86
290676,Ketanghabi Gaon,BARUAHULA,50
291014,Khatang Pani Joyrampur N.C.,JAGUN,86
290176,Khobang T.E.35/98 No.Nlr,KHOBANG,21
290165,Kokora Toli Gaon,TALAP,20
290803,Kuju Gaon,PURONIPUKHURI,68
290136,Kula Pathar No.1,MEGELA,17
290137,Kula Pathar No.2,MEGELA,17
290388,Kumchang T.E. Grant 145/14,KOOMSUNG,38
290403,Kumchang T.E. No-146/147 Wl.,KOOMSUNG,38
290407,Kumsang Te. No-116 Wl.,KOOMSUNG,38
290406,Kumsang Te.1/48 Wl.,KOOMSUNG,38
289891,Laimakuri,AMARPUR,1
290484,Lajum Gaon No-1,KAKOPATHER,23
291017,Lalpathar Gaon,LEKHAPANI,84
290112,Lawpati Gaon No.2,DANGARI,19
290369,Lazum Pathar Gaon No-2,KAKOPATHER,23
290954,Ledo Bangali Gaon,LEDO,82
290982,Lekhapani Nadi Kash,LEKHAPANI,84
290517,Limbuguri T.E.No-98 Darkhasta,GTTONG,45
290307,Longsowal T.E. 109/112,BAREKURI,32
290296,Longsowal T.E. 114 Nlr,BAREKURI,32
290297,Longsowal T.E. 254 Nlr,HATIJAN,33
290937,Makum Assam Tea Co.Darkhast-2,KUMARPATTY,79
290919,Makum Block No.1,BHITORPAWOI,78
290922,Makum Block No.3,BHITORPAWOI,78
290920,Makum Block No.4,BHITORPAWOI,78
290923,Makum Block No.5,BHITORPAWOI,78
291037,Malu Gaon No. 2,LEDO COLLIEARY,83
291000,Mancha Pathar,JAGUN,86
290861,Manmaw Maichang N.C.,ENTHEM,72
290862,Manmaw Ulup Gaon,ENTHEM,72
290130,Megala T.E.No.349 Nlr,MEGELA,17
289933,Miri Chapori,KUNDIL,4
290180,Misimikota No.1,GAKHIRBHETI,22
291036,Molong Pathar No.1,LEDO COLLIEARY,83
291034,Molong Pathar No.2,LEDO COLLIEARY,83
291033,Molong Pathar No.3,LEDO COLLIEARY,83
290651,Monkhoshi Te. No.339 Nlr.Gt.,BORDUBI KONWARI PATHER,58
290440,Moran Gaon,GABHARUBHETI,39
290010,Na-chaki gaon,AMBIKAPUR,12
289914,Na-Gaon,RAJGARH,5
290160,Na-Gaon,RAJGARH,5
290397,Na-Gaon,RAJGARH,5
290564,Na-Gaon,RAJGARH,5
290539,Nakhrai Bongali Gaon,BAZALTOLI,47
290541,Nakhrai Dhekeri Gaon,BAZALTOLI,47
290952,Namdan Gaon,KUMARPATTY,79
290827,Naya Kuju No 1,PURONIPUKHURI,68
290808,Naya Kuju No.2,PURONIPUKHURI,68
290987,Nim Gaon N.C.,KUMSAI,85
290988,Nim Gaon No.2,KUMSAI,85
291039,Ningda Gaon,LEDO COLLIEARY,83
289924,No.1 Muluk Pathar,KUNDIL,4
290030,No.2 Lakhimi Pathar,AMBIKAPUR,12
290487,No-2 Gorangjan,GUIJAN,43
290618,No-2 Tingari Hebeda,TENGAPANI,55
290555,Okanimuriya Bongali Gaon,DIMARUGURI,49
290690,Pabhajan T.E.223/221 nlr,DOIDAM,31
289904,Pachim Block Bananchal,BURABURI,3
290670,Pagla Basti,BAPUJI,57
290986,Panchung Navajuti,KUMSAI,85
290866,Pani Gaon,ENTHEM,72
290508,Panitola T.E. 108/105 Fs.,PANITOLA,46
290546,Panitola Te.No-111 Nlr,PANITOLA,46
290568,Panitola Te.No-66 Fs.Gt.,PANITOLA,46
290552,Panitola Te.No-68 Fs.Gt.,PANITOLA,46
290534,Parbatia Gaon,BORGURI,48
290259,Pavajan T.E. 65 Wl,DOIDAM,31
290839,Pengerigarh Grant No.93,BRAHMAJAN,71
291050,Phillobari Na Gaon Forest Village,JAGUN,86
290123,Phol Bari N.C.,DANGARI,19
290881,Pithaguti Bari Gaon,KETETONG,73
290285,Purani Matapung No-3,BAREKURI,32
290287,Purani Matapung No-5,BAREKURI,32
290895,Rajkhowa Pathar,KETETONG,73
290399,Rangajan Bangali,RANGAJAN,26
290231,Rupai T.E. 249/246/265/250,DAISAJAN,24
290241,Rupai T.E. 38/32 WLA,DAISAJAN,24
290109,Sada Siva T.E. 118/14,DANGARI,19
290110,Sada Siva T.E. 337 Nlr,DANGARI,19
290472,Sakreting T.E. 135 Fs.,KAKOJAN,42
290475,Sakreting Wl No-8,KAKOJAN,42
290474,Sakreting. 560 Wl,KAKOJAN,42
290966,Saliki N.C.,LEDO COLLIEARY,83
290121,Sapmari Gaon No.2 N.C.,DANGARI,19
290120,Sapmari No.1,DANGARI,19
290353,Saru Mechai No-3,DIRAK,36
290978,Taklong Nepali No.1,KUMSAI,85
290191,Talap T.E. 99/100/102 Fs.,TALAP,20
290480,Tara T.E. 175/172 Nlr,KAKOJAN,42
290477,Tara T.E. 2/10/53 Wl,KAKOJAN,42
290458,Tara T.E. 36/92 Wl,KAKOJAN,42
290468,Tara T.E. 37/41 Wl,KAKOJAN,42
290457,Tara T.E. 387 WlA,KAKOJAN,42
290479,Tara T.E. Wl. 546,KAKOJAN,42
290481,Tara T.E. Wl. No-37,KAKOJAN,42
290467,Tara T.E. WlA. 31,KAKOJAN,42
290848,Tekeri Block N.C.,ENTHEM,72
290349,Tezi Gaon No-3,KAKOPATHER,23
290326,Tezi Pathar,KAKOPATHER,23
290325,Tezi Pathar No-3,KAKOPATHER,23
291025,Tipang Coal Grant,LEKHAPANI,84
291023,Tipangpani Ward,LEKHAPANI,84
290187,Tipuk T.E. 100 Fs.,TIPUK,25
290970,Tirap Mukh,KUMSAI,85
290857,Tokow Pathar,ENTHEM,72
291012,Tokow Pathar Sema Gaon N.C.,JAGUN,86
290880,Ubon Gaon,KETETONG,73
290875,Ubon Pathar No.2,KETETONG,73
290366,Upar Kuli Gaon,KAKOPATHER,23
289905,Uttar Block,BURABURI,3
290171,Uvota,KAKOPATHER,23
291032,Wara Gaon,JAGUN,86
290492,Wathoi Habi,KHAMTIGUWALI,44
290964,Wla No.11,LEDO,82
